"","Agent","subject","TrialNumber","player_location","Player_letter_angle","Player_letter_angle_abs","RT","correct","sex","age","Handedness","pairs","Letter_Form","block","TrialNumber_inBlock","self_theta","other_theta","self_theta_centred","other_theta_centred","Agent_Contrast","Robot_Contrast","Morphology_Contrast","Animacy_Contrast","Exposure","TrialNumber_inBlockCoded","Letter_Form_Coded","Agent_cat","error_rates"
"12653","Inanimate Robot",65053,182,"left",0,0,720,1,"Man, including trans man",18,"Right-handed","Inanimate Robot","Normal",6,22,0,0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,0.2,1.5,1,"Inanimate Robot",0
"12654","Inanimate Robot",65053,183,"left",180,180,858,1,"Man, including trans man",18,"Right-handed","Inanimate Robot","Normal",6,23,1,0.5,0.5,0,-0.5,-0.5,-0.5,-0.5,0.2,2.5,1,"Inanimate Robot",0
"12655","Inanimate Robot",65053,184,"left",225,135,743,1,"Man, including trans man",18,"Right-handed","Inanimate Robot","Normal",6,24,0.75,0.25,0.25,-0.25,-0.5,-0.5,-0.5,-0.5,0.2,2.5,1,"Inanimate Robot",0
"12656","Inanimate Robot",65053,185,"left",0,0,683,1,"Man, including trans man",18,"Right-handed","Inanimate Robot","mirrored",6,25,0,0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,0.2,2.5,-1,"Inanimate Robot",0
"12657","Inanimate Robot",65053,186,"left",90,90,820,1,"Man, including trans man",18,"Right-handed","Inanimate Robot","mirrored",6,26,0.5,1,0,0.5,-0.5,-0.5,-0.5,-0.5,0.2,3.5,-1,"Inanimate Robot",0
"12658","Inanimate Robot",65053,187,"left",270,90,692,1,"Man, including trans man",18,"Right-handed","Inanimate Robot","mirrored",6,27,0.5,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,0.2,3.5,-1,"Inanimate Robot",0
"12659","Inanimate Robot",65053,188,"left",315,45,1017,1,"Man, including trans man",18,"Right-handed","Inanimate Robot","Normal",6,28,0.25,0.25,-0.25,-0.25,-0.5,-0.5,-0.5,-0.5,0.2,3.5,1,"Inanimate Robot",0
"12660","Inanimate Robot",65053,189,"left",90,90,812,1,"Man, including trans man",18,"Right-handed","Inanimate Robot","mirrored",6,29,0.5,1,0,0.5,-0.5,-0.5,-0.5,-0.5,0.2,4.5,-1,"Inanimate Robot",0
"12661","Inanimate Robot",65053,190,"left",45,45,651,1,"Man, including trans man",18,"Right-handed","Inanimate Robot","mirrored",6,30,0.25,0.75,-0.25,0.25,-0.5,-0.5,-0.5,-0.5,0.2,4.5,-1,"Inanimate Robot",0
"12662","Inanimate Robot",65053,191,"left",270,90,906,1,"Man, including trans man",18,"Right-handed","Inanimate Robot","mirrored",6,31,0.5,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,0.2,4.5,-1,"Inanimate Robot",0
"12663","Inanimate Robot",65053,192,"left",315,45,1258,1,"Man, including trans man",18,"Right-handed","Inanimate Robot","Normal",6,32,0.25,0.25,-0.25,-0.25,-0.5,-0.5,-0.5,-0.5,0.3,4.5,1,"Inanimate Robot",0
"12664","Inanimate Robot",65053,193,"right",0,0,1332,1,"Man, including trans man",18,"Right-handed","Inanimate Robot","mirrored",7,1,0,0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,0.3,-4.5,-1,"Inanimate Robot",0
"12665","Inanimate Robot",65053,194,"right",90,90,1675,1,"Man, including trans man",18,"Right-handed","Inanimate Robot","mirrored",7,2,0.5,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,0.3,-4.5,-1,"Inanimate Robot",0
"12666","Inanimate Robot",65053,195,"right",180,180,1097,1,"Man, including trans man",18,"Right-handed","Inanimate Robot","mirrored",7,3,1,0.5,0.5,0,-0.5,-0.5,-0.5,-0.5,0.3,-4.5,-1,"Inanimate Robot",0
"12667","Inanimate Robot",65053,196,"right",45,45,615,1,"Man, including trans man",18,"Right-handed","Inanimate Robot","mirrored",7,4,0.25,0.25,-0.25,-0.25,-0.5,-0.5,-0.5,-0.5,0.3,-3.5,-1,"Inanimate Robot",0
"12668","Inanimate Robot",65053,197,"right",225,135,739,1,"Man, including trans man",18,"Right-handed","Inanimate Robot","mirrored",7,5,0.75,0.75,0.25,0.25,-0.5,-0.5,-0.5,-0.5,0.3,-3.5,-1,"Inanimate Robot",0
"12669","Inanimate Robot",65053,198,"right",225,135,647,1,"Man, including trans man",18,"Right-handed","Inanimate Robot","mirrored",7,6,0.75,0.75,0.25,0.25,-0.5,-0.5,-0.5,-0.5,0.3,-3.5,-1,"Inanimate Robot",0
"12670","Inanimate Robot",65053,199,"right",180,180,1080,1,"Man, including trans man",18,"Right-handed","Inanimate Robot","Normal",7,7,1,0.5,0.5,0,-0.5,-0.5,-0.5,-0.5,0.3,-2.5,1,"Inanimate Robot",0
"12671","Inanimate Robot",65053,200,"right",270,90,537,1,"Man, including trans man",18,"Right-handed","Inanimate Robot","Normal",7,8,0.5,1,0,0.5,-0.5,-0.5,-0.5,-0.5,0.3,-2.5,1,"Inanimate Robot",0
"12672","Inanimate Robot",65053,201,"right",90,90,643,1,"Man, including trans man",18,"Right-handed","Inanimate Robot","Normal",7,9,0.5,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,0.3,-2.5,1,"Inanimate Robot",0
"12673","Inanimate Robot",65053,202,"right",315,45,880,1,"Man, including trans man",18,"Right-handed","Inanimate Robot","mirrored",7,10,0.25,0.75,-0.25,0.25,-0.5,-0.5,-0.5,-0.5,0.3,-1.5,-1,"Inanimate Robot",0
"12674","Inanimate Robot",65053,203,"right",135,135,964,1,"Man, including trans man",18,"Right-handed","Inanimate Robot","mirrored",7,11,0.75,0.25,0.25,-0.25,-0.5,-0.5,-0.5,-0.5,0.3,-1.5,-1,"Inanimate Robot",0
"12675","Inanimate Robot",65053,204,"right",135,135,828,1,"Man, including trans man",18,"Right-handed","Inanimate Robot","mirrored",7,12,0.75,0.25,0.25,-0.25,-0.5,-0.5,-0.5,-0.5,0.3,-1.5,-1,"Inanimate Robot",0
"12676","Inanimate Robot",65053,205,"right",0,0,557,1,"Man, including trans man",18,"Right-handed","Inanimate Robot","Normal",7,13,0,0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,0.3,-0.5,1,"Inanimate Robot",0
"12677","Inanimate Robot",65053,206,"right",45,45,748,1,"Man, including trans man",18,"Right-handed","Inanimate Robot","mirrored",7,14,0.25,0.25,-0.25,-0.25,-0.5,-0.5,-0.5,-0.5,0.3,-0.5,-1,"Inanimate Robot",0
"12678","Inanimate Robot",65053,207,"right",0,0,571,1,"Man, including trans man",18,"Right-handed","Inanimate Robot","mirrored",7,15,0,0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,0.3,-0.5,-1,"Inanimate Robot",0
"12679","Inanimate Robot",65053,208,"right",0,0,756,1,"Man, including trans man",18,"Right-handed","Inanimate Robot","Normal",7,16,0,0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,0.3,-0.5,1,"Inanimate Robot",0
"12680","Inanimate Robot",65053,209,"right",135,135,786,1,"Man, including trans man",18,"Right-handed","Inanimate Robot","Normal",7,17,0.75,0.25,0.25,-0.25,-0.5,-0.5,-0.5,-0.5,0.3,0.5,1,"Inanimate Robot",0
"12681","Inanimate Robot",65053,210,"right",135,135,825,1,"Man, including trans man",18,"Right-handed","Inanimate Robot","Normal",7,18,0.75,0.25,0.25,-0.25,-0.5,-0.5,-0.5,-0.5,0.3,0.5,1,"Inanimate Robot",0
"12682","Inanimate Robot",65053,211,"right",315,45,840,1,"Man, including trans man",18,"Right-handed","Inanimate Robot","mirrored",7,19,0.25,0.75,-0.25,0.25,-0.5,-0.5,-0.5,-0.5,0.3,0.5,-1,"Inanimate Robot",0
"12683","Inanimate Robot",65053,212,"right",225,135,680,1,"Man, including trans man",18,"Right-handed","Inanimate Robot","Normal",7,20,0.75,0.75,0.25,0.25,-0.5,-0.5,-0.5,-0.5,0.3,1.5,1,"Inanimate Robot",0
"12684","Inanimate Robot",65053,213,"right",180,180,847,1,"Man, including trans man",18,"Right-handed","Inanimate Robot","Normal",7,21,1,0.5,0.5,0,-0.5,-0.5,-0.5,-0.5,0.3,1.5,1,"Inanimate Robot",0
"12685","Inanimate Robot",65053,214,"right",315,45,690,1,"Man, including trans man",18,"Right-handed","Inanimate Robot","Normal",7,22,0.25,0.75,-0.25,0.25,-0.5,-0.5,-0.5,-0.5,0.3,1.5,1,"Inanimate Robot",0
"12686","Inanimate Robot",65053,215,"right",270,90,1108,1,"Man, including trans man",18,"Right-handed","Inanimate Robot","mirrored",7,23,0.5,1,0,0.5,-0.5,-0.5,-0.5,-0.5,0.3,2.5,-1,"Inanimate Robot",0
"12687","Inanimate Robot",65053,216,"right",315,45,630,1,"Man, including trans man",18,"Right-handed","Inanimate Robot","Normal",7,24,0.25,0.75,-0.25,0.25,-0.5,-0.5,-0.5,-0.5,0.3,2.5,1,"Inanimate Robot",0
"12688","Inanimate Robot",65053,217,"right",225,135,911,1,"Man, including trans man",18,"Right-handed","Inanimate Robot","Normal",7,25,0.75,0.75,0.25,0.25,-0.5,-0.5,-0.5,-0.5,0.3,2.5,1,"Inanimate Robot",0
"12689","Inanimate Robot",65053,218,"right",180,180,1265,1,"Man, including trans man",18,"Right-handed","Inanimate Robot","mirrored",7,26,1,0.5,0.5,0,-0.5,-0.5,-0.5,-0.5,0.4,3.5,-1,"Inanimate Robot",0
"12690","Inanimate Robot",65053,219,"right",45,45,699,1,"Man, including trans man",18,"Right-handed","Inanimate Robot","Normal",7,27,0.25,0.25,-0.25,-0.25,-0.5,-0.5,-0.5,-0.5,0.4,3.5,1,"Inanimate Robot",0
"12691","Inanimate Robot",65053,220,"right",45,45,516,1,"Man, including trans man",18,"Right-handed","Inanimate Robot","Normal",7,28,0.25,0.25,-0.25,-0.25,-0.5,-0.5,-0.5,-0.5,0.4,3.5,1,"Inanimate Robot",0
"12692","Inanimate Robot",65053,221,"right",270,90,646,1,"Man, including trans man",18,"Right-handed","Inanimate Robot","Normal",7,29,0.5,1,0,0.5,-0.5,-0.5,-0.5,-0.5,0.4,4.5,1,"Inanimate Robot",0
"12693","Inanimate Robot",65053,222,"right",270,90,1885,1,"Man, including trans man",18,"Right-handed","Inanimate Robot","mirrored",7,30,0.5,1,0,0.5,-0.5,-0.5,-0.5,-0.5,0.4,4.5,-1,"Inanimate Robot",0
"12694","Inanimate Robot",65053,223,"right",90,90,662,1,"Man, including trans man",18,"Right-handed","Inanimate Robot","Normal",7,31,0.5,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,0.4,4.5,1,"Inanimate Robot",0
"12695","Inanimate Robot",65053,224,"right",90,90,764,1,"Man, including trans man",18,"Right-handed","Inanimate Robot","mirrored",7,32,0.5,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,0.4,4.5,-1,"Inanimate Robot",0
"12696","Inanimate Robot",65053,225,"left",45,45,594,1,"Man, including trans man",18,"Right-handed","Inanimate Robot","Normal",8,1,0.25,0.75,-0.25,0.25,-0.5,-0.5,-0.5,-0.5,0.4,-4.5,1,"Inanimate Robot",0
"12697","Inanimate Robot",65053,226,"left",135,135,611,1,"Man, including trans man",18,"Right-handed","Inanimate Robot","Normal",8,2,0.75,0.75,0.25,0.25,-0.5,-0.5,-0.5,-0.5,0.4,-4.5,1,"Inanimate Robot",0
"12698","Inanimate Robot",65053,227,"left",225,135,962,1,"Man, including trans man",18,"Right-handed","Inanimate Robot","mirrored",8,3,0.75,0.25,0.25,-0.25,-0.5,-0.5,-0.5,-0.5,0.4,-4.5,-1,"Inanimate Robot",0
"12699","Inanimate Robot",65053,228,"left",225,135,634,1,"Man, including trans man",18,"Right-handed","Inanimate Robot","mirrored",8,4,0.75,0.25,0.25,-0.25,-0.5,-0.5,-0.5,-0.5,0.4,-3.5,-1,"Inanimate Robot",0
"12700","Inanimate Robot",65053,229,"left",225,135,588,1,"Man, including trans man",18,"Right-handed","Inanimate Robot","Normal",8,5,0.75,0.25,0.25,-0.25,-0.5,-0.5,-0.5,-0.5,0.4,-3.5,1,"Inanimate Robot",0
"12701","Inanimate Robot",65053,230,"left",180,180,1739,1,"Man, including trans man",18,"Right-handed","Inanimate Robot","mirrored",8,6,1,0.5,0.5,0,-0.5,-0.5,-0.5,-0.5,0.4,-3.5,-1,"Inanimate Robot",0
"12702","Inanimate Robot",65053,231,"left",315,45,1086,1,"Man, including trans man",18,"Right-handed","Inanimate Robot","Normal",8,7,0.25,0.25,-0.25,-0.25,-0.5,-0.5,-0.5,-0.5,0.4,-2.5,1,"Inanimate Robot",0
"12703","Inanimate Robot",65053,232,"left",180,180,1550,1,"Man, including trans man",18,"Right-handed","Inanimate Robot","Normal",8,8,1,0.5,0.5,0,-0.5,-0.5,-0.5,-0.5,0.4,-2.5,1,"Inanimate Robot",0
"12704","Inanimate Robot",65053,233,"left",90,90,1464,1,"Man, including trans man",18,"Right-handed","Inanimate Robot","mirrored",8,9,0.5,1,0,0.5,-0.5,-0.5,-0.5,-0.5,0.4,-2.5,-1,"Inanimate Robot",0
"12705","Inanimate Robot",65053,234,"left",0,0,1372,1,"Man, including trans man",18,"Right-handed","Inanimate Robot","mirrored",8,10,0,0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,0.4,-1.5,-1,"Inanimate Robot",0
"12706","Inanimate Robot",65053,235,"left",225,135,801,1,"Man, including trans man",18,"Right-handed","Inanimate Robot","Normal",8,11,0.75,0.25,0.25,-0.25,-0.5,-0.5,-0.5,-0.5,0.4,-1.5,1,"Inanimate Robot",0
"12707","Inanimate Robot",65053,236,"left",315,45,603,1,"Man, including trans man",18,"Right-handed","Inanimate Robot","Normal",8,12,0.25,0.25,-0.25,-0.25,-0.5,-0.5,-0.5,-0.5,0.4,-1.5,1,"Inanimate Robot",0
"12708","Inanimate Robot",65053,237,"left",0,0,934,1,"Man, including trans man",18,"Right-handed","Inanimate Robot","mirrored",8,13,0,0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,0.4,-0.5,-1,"Inanimate Robot",0
"12709","Inanimate Robot",65053,238,"left",90,90,1170,1,"Man, including trans man",18,"Right-handed","Inanimate Robot","mirrored",8,14,0.5,1,0,0.5,-0.5,-0.5,-0.5,-0.5,0.4,-0.5,-1,"Inanimate Robot",0
"12710","Inanimate Robot",65053,239,"left",135,135,1075,1,"Man, including trans man",18,"Right-handed","Inanimate Robot","mirrored",8,15,0.75,0.75,0.25,0.25,-0.5,-0.5,-0.5,-0.5,0.4,-0.5,-1,"Inanimate Robot",0
"12711","Inanimate Robot",65053,240,"left",0,0,904,1,"Man, including trans man",18,"Right-handed","Inanimate Robot","Normal",8,16,0,0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,0.4,-0.5,1,"Inanimate Robot",0
"12712","Inanimate Robot",65053,241,"left",270,90,697,1,"Man, including trans man",18,"Right-handed","Inanimate Robot","Normal",8,17,0.5,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,0.4,0.5,1,"Inanimate Robot",0
"12713","Inanimate Robot",65053,242,"left",270,90,824,1,"Man, including trans man",18,"Right-handed","Inanimate Robot","mirrored",8,18,0.5,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,0.4,0.5,-1,"Inanimate Robot",0
"12714","Inanimate Robot",65053,243,"left",135,135,891,1,"Man, including trans man",18,"Right-handed","Inanimate Robot","Normal",8,19,0.75,0.75,0.25,0.25,-0.5,-0.5,-0.5,-0.5,0.4,0.5,1,"Inanimate Robot",0
"12715","Inanimate Robot",65053,244,"left",45,45,972,1,"Man, including trans man",18,"Right-handed","Inanimate Robot","mirrored",8,20,0.25,0.75,-0.25,0.25,-0.5,-0.5,-0.5,-0.5,0.5,1.5,-1,"Inanimate Robot",0
"12716","Inanimate Robot",65053,245,"left",180,180,1272,1,"Man, including trans man",18,"Right-handed","Inanimate Robot","Normal",8,21,1,0.5,0.5,0,-0.5,-0.5,-0.5,-0.5,0.5,1.5,1,"Inanimate Robot",0
"12717","Inanimate Robot",65053,246,"left",270,90,853,1,"Man, including trans man",18,"Right-handed","Inanimate Robot","Normal",8,22,0.5,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,0.5,1.5,1,"Inanimate Robot",0
"12718","Inanimate Robot",65053,247,"left",0,0,711,1,"Man, including trans man",18,"Right-handed","Inanimate Robot","Normal",8,23,0,0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,0.5,2.5,1,"Inanimate Robot",0
"12719","Inanimate Robot",65053,248,"left",90,90,593,1,"Man, including trans man",18,"Right-handed","Inanimate Robot","Normal",8,24,0.5,1,0,0.5,-0.5,-0.5,-0.5,-0.5,0.5,2.5,1,"Inanimate Robot",0
"12720","Inanimate Robot",65053,249,"left",270,90,906,1,"Man, including trans man",18,"Right-handed","Inanimate Robot","mirrored",8,25,0.5,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,0.5,2.5,-1,"Inanimate Robot",0
"12721","Inanimate Robot",65053,250,"left",315,45,806,1,"Man, including trans man",18,"Right-handed","Inanimate Robot","mirrored",8,26,0.25,0.25,-0.25,-0.25,-0.5,-0.5,-0.5,-0.5,0.5,3.5,-1,"Inanimate Robot",0
"12722","Inanimate Robot",65053,251,"left",180,180,1678,1,"Man, including trans man",18,"Right-handed","Inanimate Robot","mirrored",8,27,1,0.5,0.5,0,-0.5,-0.5,-0.5,-0.5,0.5,3.5,-1,"Inanimate Robot",0
"12723","Inanimate Robot",65053,252,"left",45,45,966,1,"Man, including trans man",18,"Right-handed","Inanimate Robot","mirrored",8,28,0.25,0.75,-0.25,0.25,-0.5,-0.5,-0.5,-0.5,0.5,3.5,-1,"Inanimate Robot",0
"12724","Inanimate Robot",65053,253,"left",90,90,650,1,"Man, including trans man",18,"Right-handed","Inanimate Robot","Normal",8,29,0.5,1,0,0.5,-0.5,-0.5,-0.5,-0.5,0.5,4.5,1,"Inanimate Robot",0
"12725","Inanimate Robot",65053,254,"left",135,135,1162,1,"Man, including trans man",18,"Right-handed","Inanimate Robot","mirrored",8,30,0.75,0.75,0.25,0.25,-0.5,-0.5,-0.5,-0.5,0.5,4.5,-1,"Inanimate Robot",0
"12726","Inanimate Robot",65053,255,"left",45,45,601,1,"Man, including trans man",18,"Right-handed","Inanimate Robot","Normal",8,31,0.25,0.75,-0.25,0.25,-0.5,-0.5,-0.5,-0.5,0.5,4.5,1,"Inanimate Robot",0
"12727","Inanimate Robot",65053,256,"left",315,45,747,1,"Man, including trans man",18,"Right-handed","Inanimate Robot","mirrored",8,32,0.25,0.25,-0.25,-0.25,-0.5,-0.5,-0.5,-0.5,0.5,4.5,-1,"Inanimate Robot",0
"12728","Inanimate Robot",64894,1,"left",45,45,463,1,"Woman, including trans woman",18,"Right-handed","Inanimate Robot","Normal",1,1,0.25,0.75,-0.25,0.25,-0.5,-0.5,-0.5,-0.5,-0.5,-4.5,1,"Inanimate Robot",0
"12729","Inanimate Robot",64894,2,"left",315,45,542,1,"Woman, including trans woman",18,"Right-handed","Inanimate Robot","Normal",1,2,0.25,0.25,-0.25,-0.25,-0.5,-0.5,-0.5,-0.5,-0.5,-4.5,1,"Inanimate Robot",0
"12730","Inanimate Robot",64894,3,"left",315,45,492,1,"Woman, including trans woman",18,"Right-handed","Inanimate Robot","Normal",1,3,0.25,0.25,-0.25,-0.25,-0.5,-0.5,-0.5,-0.5,-0.5,-4.5,1,"Inanimate Robot",0
"12731","Inanimate Robot",64894,4,"left",225,135,1001,1,"Woman, including trans woman",18,"Right-handed","Inanimate Robot","mirrored",1,4,0.75,0.25,0.25,-0.25,-0.5,-0.5,-0.5,-0.5,-0.5,-3.5,-1,"Inanimate Robot",0
"12732","Inanimate Robot",64894,5,"left",0,0,454,1,"Woman, including trans woman",18,"Right-handed","Inanimate Robot","Normal",1,5,0,0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-3.5,1,"Inanimate Robot",0
"12733","Inanimate Robot",64894,6,"left",180,180,877,1,"Woman, including trans woman",18,"Right-handed","Inanimate Robot","mirrored",1,6,1,0.5,0.5,0,-0.5,-0.5,-0.5,-0.5,-0.5,-3.5,-1,"Inanimate Robot",0
"12734","Inanimate Robot",64894,7,"left",315,45,792,1,"Woman, including trans woman",18,"Right-handed","Inanimate Robot","mirrored",1,7,0.25,0.25,-0.25,-0.25,-0.5,-0.5,-0.5,-0.5,-0.5,-2.5,-1,"Inanimate Robot",0
"12735","Inanimate Robot",64894,8,"left",135,135,1076,1,"Woman, including trans woman",18,"Right-handed","Inanimate Robot","mirrored",1,8,0.75,0.75,0.25,0.25,-0.5,-0.5,-0.5,-0.5,-0.5,-2.5,-1,"Inanimate Robot",0
"12736","Inanimate Robot",64894,9,"left",45,45,655,1,"Woman, including trans woman",18,"Right-handed","Inanimate Robot","Normal",1,9,0.25,0.75,-0.25,0.25,-0.5,-0.5,-0.5,-0.5,-0.5,-2.5,1,"Inanimate Robot",0
"12737","Inanimate Robot",64894,10,"left",90,90,776,1,"Woman, including trans woman",18,"Right-handed","Inanimate Robot","Normal",1,10,0.5,1,0,0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-1.5,1,"Inanimate Robot",0
"12738","Inanimate Robot",64894,11,"left",315,45,554,1,"Woman, including trans woman",18,"Right-handed","Inanimate Robot","mirrored",1,11,0.25,0.25,-0.25,-0.25,-0.5,-0.5,-0.5,-0.5,-0.5,-1.5,-1,"Inanimate Robot",0
"12739","Inanimate Robot",64894,12,"left",270,90,632,1,"Woman, including trans woman",18,"Right-handed","Inanimate Robot","Normal",1,12,0.5,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-1.5,1,"Inanimate Robot",0
"12740","Inanimate Robot",64894,13,"left",180,180,1214,1,"Woman, including trans woman",18,"Right-handed","Inanimate Robot","mirrored",1,13,1,0.5,0.5,0,-0.5,-0.5,-0.5,-0.5,-0.4,-0.5,-1,"Inanimate Robot",0
"12741","Inanimate Robot",64894,14,"left",135,135,808,1,"Woman, including trans woman",18,"Right-handed","Inanimate Robot","mirrored",1,14,0.75,0.75,0.25,0.25,-0.5,-0.5,-0.5,-0.5,-0.4,-0.5,-1,"Inanimate Robot",0
"12742","Inanimate Robot",64894,15,"left",90,90,798,1,"Woman, including trans woman",18,"Right-handed","Inanimate Robot","Normal",1,15,0.5,1,0,0.5,-0.5,-0.5,-0.5,-0.5,-0.4,-0.5,1,"Inanimate Robot",0
"12743","Inanimate Robot",64894,16,"left",0,0,754,1,"Woman, including trans woman",18,"Right-handed","Inanimate Robot","Normal",1,16,0,0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.4,-0.5,1,"Inanimate Robot",0
"12744","Inanimate Robot",64894,17,"left",180,180,1248,1,"Woman, including trans woman",18,"Right-handed","Inanimate Robot","Normal",1,17,1,0.5,0.5,0,-0.5,-0.5,-0.5,-0.5,-0.4,0.5,1,"Inanimate Robot",0
"12745","Inanimate Robot",64894,18,"left",270,90,655,1,"Woman, including trans woman",18,"Right-handed","Inanimate Robot","Normal",1,18,0.5,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.4,0.5,1,"Inanimate Robot",0
"12746","Inanimate Robot",64894,19,"left",135,135,784,1,"Woman, including trans woman",18,"Right-handed","Inanimate Robot","Normal",1,19,0.75,0.75,0.25,0.25,-0.5,-0.5,-0.5,-0.5,-0.4,0.5,1,"Inanimate Robot",0
"12747","Inanimate Robot",64894,20,"left",0,0,907,1,"Woman, including trans woman",18,"Right-handed","Inanimate Robot","mirrored",1,20,0,0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.4,1.5,-1,"Inanimate Robot",0
"12748","Inanimate Robot",64894,21,"left",135,135,856,1,"Woman, including trans woman",18,"Right-handed","Inanimate Robot","Normal",1,21,0.75,0.75,0.25,0.25,-0.5,-0.5,-0.5,-0.5,-0.4,1.5,1,"Inanimate Robot",0
"12749","Inanimate Robot",64894,22,"left",45,45,609,1,"Woman, including trans woman",18,"Right-handed","Inanimate Robot","mirrored",1,22,0.25,0.75,-0.25,0.25,-0.5,-0.5,-0.5,-0.5,-0.4,1.5,-1,"Inanimate Robot",0
"12750","Inanimate Robot",64894,23,"left",225,135,802,1,"Woman, including trans woman",18,"Right-handed","Inanimate Robot","mirrored",1,23,0.75,0.25,0.25,-0.25,-0.5,-0.5,-0.5,-0.5,-0.4,2.5,-1,"Inanimate Robot",0
"12751","Inanimate Robot",64894,24,"left",45,45,876,1,"Woman, including trans woman",18,"Right-handed","Inanimate Robot","mirrored",1,24,0.25,0.75,-0.25,0.25,-0.5,-0.5,-0.5,-0.5,-0.4,2.5,-1,"Inanimate Robot",0
"12752","Inanimate Robot",64894,25,"left",225,135,1017,1,"Woman, including trans woman",18,"Right-handed","Inanimate Robot","Normal",1,25,0.75,0.25,0.25,-0.25,-0.5,-0.5,-0.5,-0.5,-0.4,2.5,1,"Inanimate Robot",0
"12753","Inanimate Robot",64894,26,"left",225,135,597,1,"Woman, including trans woman",18,"Right-handed","Inanimate Robot","Normal",1,26,0.75,0.25,0.25,-0.25,-0.5,-0.5,-0.5,-0.5,-0.4,3.5,1,"Inanimate Robot",0
"12754","Inanimate Robot",64894,27,"left",270,90,840,0,"Woman, including trans woman",18,"Right-handed","Inanimate Robot","mirrored",1,27,0.5,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.4,3.5,-1,"Inanimate Robot",1
"12755","Inanimate Robot",64894,28,"left",270,90,603,1,"Woman, including trans woman",18,"Right-handed","Inanimate Robot","mirrored",1,28,0.5,0,0,-0.5,-0.5,-0.5,-0.5,-0.5,-0.4,3.5,-1,"Inanimate Robot",0
"12756","Inanimate Robot",64894,29,"left",90,90,782,1,"Woman, including trans woman",18,"Right-handed","Inanimate Robot","mirrored",1,29,0.5,1,0,0.5,-0.5,-0.5,-0.5,-0.5,-0.4,4.5,-1,"Inanimate Robot",0
"12757","Inanimate Robot",64894,30,"left",90,90,594,1,"Woman, including trans woman",18,"Right-handed","Inanimate Robot","mirrored",1,30,0.5,1,0,0.5,-0.5,-0.5,-0.5,-0.5,-0.4,4.5,-1,"Inanimate Robot",0
"12758","Inanimate Robot",64894,31,"left",0,0,914,1,"Woman, including trans woman",18,"Right-handed","Inanimate Robot","mirrored",1,31,0,0.5,-0.5,0,-0.5,-0.5,-0.5,-0.5,-0.4,4.5,-1,"Inanimate Robot",0
"12759","Inanimate Robot",64894,32,"left",180,180,920,1,"Woman, including trans woman",18,"Right-handed","Inanimate Robot","Normal",1,32,1,0.5,0.5,0,-0.5,-0.5,-0.5,-0.5,-0.4,4.5,1,"Inanimate Robot",0
"12760","Inanimate Robot",64894,33,"right",270,90,809,1,"Woman, including trans woman",18,"Right-handed","Inanimate Robot","Normal",2,1,0.5,1,0,0.5,-0.5,-0.5,-0.5,-0.5,-0.4,-4.5,1,"Inanimate Robot",0
"12761","Inanimate Robot",64894,34,"right",135,135,1110,1,"Woman, including trans woman",18,"Right-handed","Inanimate Robot","Normal",2,2,0.75,0.25,0.25,-0.25,-0.5,-0.5,-0.5,-0.5,-0.4,-4.5,1,"Inanimate Robot",0
"12762","Inanimate Robot",64894,35,"right",225,135,974,1,"Woman, including trans woman",18,"Right-handed","Inanimate Robot","mirrored",2,3,0.75,0.75,0.25,0.25,-0.5,-0.5,-0.5,-0.5,-0.4,-4.5,-1,"Inanimate Robot",0
"12763","Inanimate Robot",64894,36,"right",135,135,1194,1,"Woman, including trans woman",18,"Right-handed","Inanimate Robot","mirrored",2,4,0.75,0.25,0.25,-0.25,-0.5,-0.5,-0.5,-0.5,-0.4,-3.5,-1,"Inanimate Robot",0
